case_id,operator_id,experience_level,timestamp,phase,phase_key,ui_element,screen,action,dwell_time_s,phase_duration_s
PROC_0001,OP_001,expert,2024-01-15 11:04:21.078749499,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,1.14,363.3
PROC_0001,OP_001,expert,2024-01-15 11:04:22.304427646,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,1.91,363.3
PROC_0001,OP_001,expert,2024-01-15 11:04:23.629592129,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,0.96,363.3
PROC_0001,OP_001,expert,2024-01-15 11:04:26.238089519,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,2.22,363.3
PROC_0001,OP_001,expert,2024-01-15 11:04:28.314287980,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,1.79,363.3
PROC_0001,OP_001,expert,2024-01-15 11:04:57.191804155,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,0.48,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:03.425481075,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,6.87,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:19.655878242,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,0.3,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:27.496313293,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,0.74,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:32.864226555,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,2.02,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:38.009447657,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,0.3,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:44.043783614,Phase B,B,Navigation.BackStep,Navigation,BackStep,2.5,363.3
PROC_0001,OP_001,expert,2024-01-15 11:05:52.012933115,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,3.22,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:14.545645980,Phase B,B,Navigation.BackStep,Navigation,BackStep,3.77,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:18.217104223,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,0.44,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:19.309446583,Phase B,B,Navigation.BackStep,Navigation,BackStep,0.3,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:19.726182933,Phase B,B,ImagingPanel.Zoom,ImagingPanel,Zoom,0.3,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:47.224006271,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,2.93,363.3
PROC_0001,OP_001,expert,2024-01-15 11:06:53.168234009,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,3.1,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:02.594251091,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,3.42,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:04.495773597,Phase B,B,AnatomyMap.SelectRegion,AnatomyMap,SelectRegion,2.67,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:08.195025520,Phase B,B,ImagingPanel.ToggleOverlay,ImagingPanel,ToggleOverlay,1.14,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:20.076983126,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,8.99,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:21.445956900,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,2.48,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:21.693088010,Phase B,B,AnatomyMap.ClearMark,AnatomyMap,ClearMark,2.14,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:41.668880211,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,3.19,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:44.705106628,Phase B,B,ImagingPanel.Contrast,ImagingPanel,Contrast,2.58,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:50.427992935,Phase B,B,ImagingPanel.Pan,ImagingPanel,Pan,7.66,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:52.370331607,Phase B,B,Navigation.BackStep,Navigation,BackStep,0.3,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:53.653645722,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,8.46,363.3
PROC_0001,OP_001,expert,2024-01-15 11:07:57.822670662,Phase B,B,SegmentationTool.Draw,SegmentationTool,Draw,0.87,363.3
PROC_0001,OP_001,expert,2024-01-15 11:08:05.863109504,Phase B,B,ImagingPanel.Rotate,ImagingPanel,Rotate,0.95,363.3
PROC_0001,OP_001,expert,2024-01-15 11:08:48.647220722,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,0.84,222.7
PROC_0001,OP_001,expert,2024-01-15 11:09:01.574314379,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:09:02.285832908,Phase C,C,LesionMap.MarkLesion,LesionMap,MarkLesion,0.34,222.7
PROC_0001,OP_001,expert,2024-01-15 11:09:11.842565163,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,0.61,222.7
PROC_0001,OP_001,expert,2024-01-15 11:09:46.033149260,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:09:55.923036980,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,2.52,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:00.710809746,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,1.81,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:04.294914174,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,0.79,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:24.343843835,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:32.343871345,Phase C,C,WaveformViewer.Resume,WaveformViewer,Resume,2.96,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:34.532425787,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,0.42,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:36.088686989,Phase C,C,EnergyControl.SetDuration,EnergyControl,SetDuration,3.12,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:47.610775591,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,7.71,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:49.441375488,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,2.35,222.7
PROC_0001,OP_001,expert,2024-01-15 11:10:57.621547928,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.1,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:05.407405745,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,0.31,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:15.667591639,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,4.81,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:15.887189638,Phase C,C,ContactSensor.Confirm,ContactSensor,Confirm,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:16.989949295,Phase C,C,EnergyControl.Abort,EnergyControl,Abort,0.47,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:17.105146026,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,2.38,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:25.632206696,Phase C,C,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.17,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:37.887636782,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,4.83,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:38.445017230,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:40.909726704,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,2.19,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:41.077271890,Phase C,C,WaveformViewer.Pause,WaveformViewer,Pause,1.22,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:53.763653360,Phase C,C,ContactSensor.CheckForce,ContactSensor,CheckForce,1.96,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:56.057925749,Phase C,C,WaveformViewer.Pause,WaveformViewer,Pause,8.09,222.7
PROC_0001,OP_001,expert,2024-01-15 11:11:58.871493556,Phase C,C,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:12:04.046639553,Phase C,C,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.3,222.7
PROC_0001,OP_001,expert,2024-01-15 11:12:21.155157901,Phase C,C,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.96,222.7
PROC_0001,OP_001,expert,2024-01-15 11:12:53.739149119,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,1.45,391.9
PROC_0001,OP_001,expert,2024-01-15 11:13:12.047171820,Phase D,D,WaveformViewer.Zoom,WaveformViewer,Zoom,0.31,391.9
PROC_0001,OP_001,expert,2024-01-15 11:13:25.232139800,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,2.4,391.9
PROC_0001,OP_001,expert,2024-01-15 11:13:25.263713234,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,3.0,391.9
PROC_0001,OP_001,expert,2024-01-15 11:13:29.902207215,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,3.05,391.9
PROC_0001,OP_001,expert,2024-01-15 11:13:59.023371214,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,10.74,391.9
PROC_0001,OP_001,expert,2024-01-15 11:14:40.009730945,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,4.17,391.9
PROC_0001,OP_001,expert,2024-01-15 11:14:44.389209809,Phase D,D,WaveformViewer.SelectChannel,WaveformViewer,SelectChannel,3.48,391.9
PROC_0001,OP_001,expert,2024-01-15 11:14:54.617816884,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,3.74,391.9
PROC_0001,OP_001,expert,2024-01-15 11:14:54.906209771,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,5.89,391.9
PROC_0001,OP_001,expert,2024-01-15 11:14:58.282041412,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,0.3,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:03.038799136,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,0.31,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:15.270456865,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,3.41,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:22.003978811,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,1.17,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:31.179716280,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,0.63,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:37.596914104,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,8.72,391.9
PROC_0001,OP_001,expert,2024-01-15 11:15:45.219130612,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,1.87,391.9
PROC_0001,OP_001,expert,2024-01-15 11:16:03.234699852,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,2.01,391.9
PROC_0001,OP_001,expert,2024-01-15 11:16:07.479328209,Phase D,D,ContactSensor.CheckForce,ContactSensor,CheckForce,2.47,391.9
PROC_0001,OP_001,expert,2024-01-15 11:16:34.198342547,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,2.46,391.9
PROC_0001,OP_001,expert,2024-01-15 11:16:55.948383908,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.3,391.9
PROC_0001,OP_001,expert,2024-01-15 11:16:57.082563060,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,5.5,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:13.023818742,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,0.81,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:22.514104682,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,1.08,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:37.535527304,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,9.12,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:43.626447764,Phase D,D,ContactSensor.CheckForce,ContactSensor,CheckForce,1.91,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:43.726887203,Phase D,D,EnergyControl.SetDuration,EnergyControl,SetDuration,2.87,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:44.316030115,Phase D,D,EnergyControl.SetPower,EnergyControl,SetPower,4.3,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:45.165712502,Phase D,D,WaveformViewer.SelectChannel,WaveformViewer,SelectChannel,2.37,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:53.735672752,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,5.0,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:58.910224049,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,1.18,391.9
PROC_0001,OP_001,expert,2024-01-15 11:17:59.678618034,Phase D,D,OutcomeTracker.FlagAnomaly,OutcomeTracker,FlagAnomaly,0.41,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:04.342463092,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,8.72,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:05.656678680,Phase D,D,OutcomeTracker.FlagAnomaly,OutcomeTracker,FlagAnomaly,1.57,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:13.345993846,Phase D,D,EnergyControl.DeliverEnergy,EnergyControl,DeliverEnergy,0.3,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:25.867916270,Phase D,D,OutcomeTracker.FlagAnomaly,OutcomeTracker,FlagAnomaly,20.34,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:33.336433318,Phase D,D,ContactSensor.CheckForce,ContactSensor,CheckForce,3.65,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:40.409939572,Phase D,D,WaveformViewer.SelectChannel,WaveformViewer,SelectChannel,0.71,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:43.164572580,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,7.67,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:44.273165134,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,2.77,391.9
PROC_0001,OP_001,expert,2024-01-15 11:18:54.216689238,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,0.3,391.9
PROC_0001,OP_001,expert,2024-01-15 11:19:01.781360217,Phase D,D,LesionMap.DeleteLesion,LesionMap,DeleteLesion,3.68,391.9
PROC_0001,OP_001,expert,2024-01-15 11:19:01.994993113,Phase D,D,LesionMap.MarkLesion,LesionMap,MarkLesion,2.0,391.9
PROC_0001,OP_001,expert,2024-01-15 11:19:17.629326763,Phase D,D,LesionMap.ReviewLesion,LesionMap,ReviewLesion,1.29,391.9
PROC_0001,OP_001,expert,2024-01-15 11:19:31.961827495,Phase E,E,LesionMap.FinalReview,LesionMap,FinalReview,0.68,155.5
PROC_0001,OP_001,expert,2024-01-15 11:19:50.904154141,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,0.34,155.5
PROC_0001,OP_001,expert,2024-01-15 11:19:52.568162918,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,2.55,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:02.813221418,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,5.65,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:09.853649112,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,0.47,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:20.816513778,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,0.46,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:23.849084568,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,0.3,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:24.211691488,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,0.58,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:30.688679359,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,2.92,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:31.357071519,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,2.46,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:37.721433855,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,6.31,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:41.089383795,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,4.08,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:46.217385605,Phase E,E,LesionMap.ConfirmComplete,LesionMap,ConfirmComplete,0.58,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:46.295408471,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,2.4,155.5
PROC_0001,OP_001,expert,2024-01-15 11:20:49.618354778,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,3.42,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:01.424103638,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,3.11,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:06.425925155,Phase E,E,OutcomeTracker.ExportData,OutcomeTracker,ExportData,1.89,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:31.547176123,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,1.89,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:43.785563677,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,1.18,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:50.284086233,Phase E,E,ValidationPanel.RunCheck,ValidationPanel,RunCheck,0.59,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:53.771464187,Phase E,E,ValidationPanel.ReviewResult,ValidationPanel,ReviewResult,5.51,155.5
PROC_0001,OP_001,expert,2024-01-15 11:21:57.337217478,Phase E,E,LesionMap.FinalReview,LesionMap,FinalReview,3.87,155.5
PROC_0001,OP_001,expert,2024-01-15 11:22:02.081389592,Phase E,E,LesionMap.FinalReview,LesionMap,FinalReview,1.92,155.5
PROC_0001,OP_001,expert,2024-01-15 11:22:45.978524271,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,2.11,263.2
PROC_0001,OP_001,expert,2024-01-15 11:22:51.651206286,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.52,263.2
PROC_0001,OP_001,expert,2024-01-15 11:22:54.351201675,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,1.76,263.2
PROC_0001,OP_001,expert,2024-01-15 11:22:58.442460708,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,2.35,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:05.097090506,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.42,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:07.156286237,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,0.3,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:09.843062465,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.3,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:10.497501697,Phase F,F,SystemCheck.Shutdown,SystemCheck,Shutdown,4.13,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:13.970659354,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,3.55,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:27.306795338,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,1.32,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:29.605206163,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,4.42,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:32.749742101,Phase F,F,SystemCheck.Shutdown,SystemCheck,Shutdown,3.27,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:39.560805640,Phase F,F,PatientRecord.Close,PatientRecord,Close,0.3,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:39.908100351,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,4.59,263.2
PROC_0001,OP_001,expert,2024-01-15 11:23:58.599193209,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.56,263.2
PROC_0001,OP_001,expert,2024-01-15 11:24:00.438138045,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,4.19,263.2
PROC_0001,OP_001,expert,2024-01-15 11:24:09.592177116,Phase F,F,ReportGenerator.Export,ReportGenerator,Export,1.11,263.2
PROC_0001,OP_001,expert,2024-01-15 11:24:12.893643524,Phase F,F,PatientRecord.Close,PatientRecord,Close,4.22,263.2
PROC_0001,OP_001,expert,2024-01-15 11:24:42.934194319,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,1.55,263.2
PROC_0001,OP_001,expert,2024-01-15 11:24:55.113916011,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,1.74,263.2
PROC_0001,OP_001,expert,2024-01-15 11:25:04.326715441,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,1.21,263.2
PROC_0001,OP_001,expert,2024-01-15 11:25:14.894170103,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,2.44,263.2
PROC_0001,OP_001,expert,2024-01-15 11:25:20.876762498,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,2.46,263.2
PROC_0001,OP_001,expert,2024-01-15 11:25:59.950517310,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,3.93,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:12.700999767,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,5.58,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:20.929717379,Phase F,F,PatientRecord.Save,PatientRecord,Save,0.93,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:29.514417676,Phase F,F,ReportGenerator.OpenTemplate,ReportGenerator,OpenTemplate,0.3,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:40.069242221,Phase F,F,ReportGenerator.Preview,ReportGenerator,Preview,5.21,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:43.467309368,Phase F,F,ReportGenerator.FillFields,ReportGenerator,FillFields,0.3,263.2
PROC_0001,OP_001,expert,2024-01-15 11:26:44.556273803,Phase F,F,PatientRecord.Save,PatientRecord,Save,1.26,263.2
